ctdotgov_name,corpus_name,firm_id,firm_name,n_trials
Actamax Surgical Materials LLC,Actamax Surgical Materials LLC,234,Actamax Surgical Materials LLC,2
Actavis Inc.,Actavis Inc.,235,Actavis Inc.,95
Actavis Mid-Atlantic LLC,Actavis Mid-Atlantic LLC,236,Actavis Mid-Atlantic LLC,4
Actegy Ltd.,Actegy Ltd.,237,Actegy Ltd.,2
Actelion,Actelion,238,Actelion,145
ActiViews Ltd.,ActiViews Ltd.,257,ActiViews Ltd.,7
Acticor Biotech,Acticor Biotech,240,Acticor Biotech,3
Actimed Therapeutics Ltd,Actimed Therapeutics Ltd,241,Actimed Therapeutics Ltd,1
Actinium Pharmaceuticals,Actinium Pharmaceuticals,242,Actinium Pharmaceuticals,5
Actinogen Medical,Actinogen Medical,243,Actinogen Medical,6
Action Pharma A/S,Action Pharma A/S,244,Action Pharma A/S,3
Activ Surgical,Activ Surgical,251,Active Biotech AB,3
Activ'inside,Activ'inside,246,Activ'inside,5
ActivBiotics,ActivBiotics,249,ActivBiotics,2
"ActivBiotics Pharma, LLC","ActivBiotics Pharma, LLC",249,ActivBiotics,1
"ActivX Biosciences, Inc.","ActivX Biosciences, Inc.",258,"ActivX Biosciences, Inc.",2
Activaero GmbH,Activaero GmbH,247,Activaero GmbH,1
Activartis Biotech,Activartis Biotech,248,Activartis Biotech,2
Active Biotech AB,Active Biotech AB,251,Active Biotech AB,9
Active Implants,Active Implants,251,Active Biotech AB,6
"Active Life Scientific, Inc.","Active Life Scientific, Inc.",251,Active Biotech AB,1
Active Natural Limited,Active Natural Limited,251,Active Biotech AB,1
ActiveO Inc.,ActiveO Inc.,255,ActiveO Inc.,1
"ActiveProtective Technologies, Inc","ActiveProtective Technologies, Inc",256,"ActiveProtective Technologies, Inc",1
ActoGeniX N.V.,ActoGeniX N.V.,259,ActoGeniX N.V.,2
Actualize Therapy,Actualize Therapy,260,Actualize Therapy,1
Actuate Therapeutics Inc.,Actuate Therapeutics Inc.,261,Actuate Therapeutics Inc.,4
"Actuated Medical, Inc.","Actuated Medical, Inc.",261,Actuate Therapeutics Inc.,2
"AcuFocus, Inc.","AcuFocus, Inc.",264,"AcuFocus, Inc.",13
"Acuity Medical International, Inc.","Acuity Medical International, Inc.",8999,"Optimer Pharmaceuticals LLC, a subsidiary of Merck & Co., Inc. (Rahway, New Jersey USA)",1
"Acuity Polymers, Inc.","Acuity Polymers, Inc.",266,"Acuity Polymers, Inc.",2
"Acumed, LLC","Acumed, LLC",267,"Acumed, LLC",1
Acumen Pharmaceuticals,Acumen Pharmaceuticals,268,Acumen Pharmaceuticals,1
Acura Pharmaceuticals Inc.,Acura Pharmaceuticals Inc.,269,Acura Pharmaceuticals Inc.,4
Acurable Ltd.,Acurable Ltd.,270,Acurable Ltd.,3
Acurx Pharmaceuticals Inc.,Acurx Pharmaceuticals Inc.,271,Acurx Pharmaceuticals Inc.,1
"AcusMu Medtech Co., Ltd.","AcusMu Medtech Co., Ltd.",272,"AcusMu Medtech Co., Ltd.",1
Acusphere,Acusphere,273,Acusphere,5
Acutus Medical,Acutus Medical,274,Acutus Medical,14
AdAlta Limited,AdAlta Limited,280,AdAlta Limited,2
Ada Health GmbH,Ada Health GmbH,275,Ada Health GmbH,2
Adacyte Therapeutics SL,Adacyte Therapeutics SL,276,Adacyte Therapeutics SL,2
Adagene (Suzhou) Limited,Adagene (Suzhou) Limited,277,Adagene Inc,2
Adagene Inc,Adagene Inc,277,Adagene Inc,7
Adagio Medical,Adagio Medical,279,Adagio Medical,7
Adam Bataineh,Adam Bataineh,281,Adam Bataineh,1
"Adamas Pharmaceuticals, Inc.","Adamas Pharmaceuticals, Inc.",282,"Adamas Pharmaceuticals, Inc.",10
Adamis Pharmaceuticals Corporation,Adamis Pharmaceuticals Corporation,283,Adamis Pharmaceuticals Corporation,4
Adams Respiratory Therapeutics,Adams Respiratory Therapeutics,284,Adams Respiratory Therapeutics,2
"Adan Medical Innovation, SL","Adan Medical Innovation, SL",285,"Adan Medical Innovation, SL",1
"Adanate, Inc","Adanate, Inc",285,"Adan Medical Innovation, SL",1
Adapt Produtos Oftalmológicos Ltda.,Adapt Produtos Oftalmológicos Ltda.,287,Adapt Produtos Oftalmológicos Ltda.,5
Adaptimmune,Adaptimmune,288,Adaptimmune,15
Adaptive Biotechnologies,Adaptive Biotechnologies,290,Adaptive Biotechnologies,8
"Adaptive Health, Inc","Adaptive Health, Inc",290,Adaptive Biotechnologies,2
"Adaptive Phage Therapeutics, Inc.","Adaptive Phage Therapeutics, Inc.",291,"Adaptive Phage Therapeutics, Inc.",6
"Adare Pharmaceuticals, Inc.","Adare Pharmaceuticals, Inc.",292,"Adare Pharmaceuticals, Inc.",1
Adcentrx Therapeutics,Adcentrx Therapeutics,295,Adcentrx Therapeutics,1
Addbio AB,Addbio AB,296,Addbio AB,1
Addex Pharma S.A.,Addex Pharma S.A.,297,Addex Pharma S.A.,7
"Addinex Technologies, Inc.","Addinex Technologies, Inc.",298,"Addinex Technologies, Inc.",1
Addpharma Inc.,Addpharma Inc.,300,Addpharma Inc.,26
"Addrenex Pharmaceuticals, Inc.","Addrenex Pharmaceuticals, Inc.",301,"Addrenex Pharmaceuticals, Inc.",3
Adelholzener Alpenquellen GmbH,Adelholzener Alpenquellen GmbH,302,Adelholzener Alpenquellen GmbH,1
"Adello Biologics, LLC","Adello Biologics, LLC",303,"Adello Biologics, LLC",2
Adelphi Values LLC,Adelphi Values LLC,304,Adelphi Values LLC,1
"Adenocyte, LLC","Adenocyte, LLC",305,"Adenocyte, LLC",3
Adenovir Pharma AB,Adenovir Pharma AB,306,Adenovir Pharma AB,1
Adeona Pharmaceuticals,Adeona Pharmaceuticals,307,Adeona Pharmaceuticals,1
"Adera Labs, LLC","Adera Labs, LLC",308,"Adera Labs, LLC",1
Aderans Research Institute,Aderans Research Institute,309,Aderans Research Institute,11
Aderis Pharmaceuticals,Aderis Pharmaceuticals,310,Aderis Pharmaceuticals,1
"Adhera Health, Inc.","Adhera Health, Inc.",311,"Adhera Health, Inc.",7
"Adherex Technologies, Inc.","Adherex Technologies, Inc.",312,"Adherex Technologies, Inc.",9
AdiSave Inc.,AdiSave Inc.,320,AdiSave Inc.,1
Adial Pharmaceuticals,Adial Pharmaceuticals,313,Adial Pharmaceuticals,1
"Adicet Bio, Inc","Adicet Bio, Inc",314,"Adicet Bio, Inc",2
Adienne SA,Adienne SA,315,Adienne SA,1
Adient Medical,Adient Medical,316,Adient Medical,1
"Adiga Life Sciences, Inc.","Adiga Life Sciences, Inc.",317,"Adiga Life Sciences, Inc.",1
Adimmune Corporation,Adimmune Corporation,318,Adimmune Corporation,15
Adipeau Inc.,Adipeau Inc.,319,Adipeau Inc.,1
Adiso Therapeutics,Adiso Therapeutics,321,Adiso Therapeutics,2
Adistem Ltd,Adistem Ltd,322,Adistem Ltd,2
"Aditxt, Inc.","Aditxt, Inc.",323,"Aditxt, Inc.",1
"Adjuvance Technologies, Inc.","Adjuvance Technologies, Inc.",324,"Adjuvance Technologies, Inc.",1
"Adlai Nortye Biopharma Co., Ltd.","Adlai Nortye Biopharma Co., Ltd.",325,"Adlai Nortye Biopharma Co., Ltd.",7
Admetsys Corporation,Admetsys Corporation,327,Admetsys Corporation,1
"Adnexus, A Bristol-Myers Squibb R&D Company","Adnexus, A Bristol-Myers Squibb R&D Company",2322,Bristol-Myers Squibb,3
Adocia,Adocia,329,Adocia,27
Adom Advanced Optical Technologies Ltd.,Adom Advanced Optical Technologies Ltd.,330,Adom Advanced Optical Technologies Ltd.,2
Adrenas Therapeutics Inc,Adrenas Therapeutics Inc,331,Adrenas Therapeutics Inc,2
Adrenomed AG,Adrenomed AG,332,Adrenomed AG,2
"Aduro Biotech, Inc.","Aduro Biotech, Inc.",333,"Aduro Biotech, Inc.",8
Adva-Tec,Adva-Tec,334,Adva-Tec,2
"Advaccine (Suzhou) Biopharmaceuticals Co., Ltd.","Advaccine (Suzhou) Biopharmaceuticals Co., Ltd.",335,"Advaccine (Suzhou) Biopharmaceuticals Co., Ltd.",2
Advagene Biopharma Co. Ltd.,Advagene Biopharma Co. Ltd.,336,Advagene Biopharma Co. Ltd.,6
AdvanCell Isotopes Pty Limited,AdvanCell Isotopes Pty Limited,372,AdvanCell Isotopes Pty Limited,1
Advance Biofactures Corporation,Advance Biofactures Corporation,337,Advance Biofactures Corporation,1
Advance Shockwave Technology GmbH,Advance Shockwave Technology GmbH,338,"Shockwave Medical, Inc.",1
AdvanceCor GmbH,AdvanceCor GmbH,339,AdvanceCor GmbH,2
Advanced Accelerator Applications,Advanced Accelerator Applications,168,Advanced Accelerator Applications,18
"Advanced Aesthetic Technologies, Inc","Advanced Aesthetic Technologies, Inc",422,Zeltiq Aesthetics,1
Advanced BioDesign,Advanced BioDesign,342,Advanced BioDesign,1
Advanced Bionics,Advanced Bionics,344,Advanced Bionics,11
Advanced Bionics AG,Advanced Bionics AG,344,Advanced Bionics,8
"Advanced Brain Monitoring, Inc.","Advanced Brain Monitoring, Inc.",345,"Advanced Brain Monitoring, Inc.",3
Advanced CPR Solutions,Advanced CPR Solutions,351,Advanced CPR Solutions,1
Advanced Cancer Therapeutics,Advanced Cancer Therapeutics,346,Cancer Advances Inc.,1
Advanced Circulatory Systems,Advanced Circulatory Systems,347,Advanced Circulatory Systems,7
"Advanced Clinical Laboratory Solutions, Inc.","Advanced Clinical Laboratory Solutions, Inc.",348,"Advanced Clinical Laboratory Solutions, Inc.",1
"Advanced Cooling Therapy, Inc., d/b/a Attune Medical","Advanced Cooling Therapy, Inc., d/b/a Attune Medical",349,"Advanced Cooling Therapy, Inc., d/b/a Attune Medical",5
Advanced Cosmetic Intervention,Advanced Cosmetic Intervention,350,Advanced Cosmetic Intervention,2
Advanced Eye Research Associates,Advanced Eye Research Associates,4492,"Eye Therapies, LLC",1
"Advanced Imaging Projects, LLC","Advanced Imaging Projects, LLC",9460,"Pharmaceutical Project Solutions, Inc.",2
"Advanced Laboratory Services, Inc.","Advanced Laboratory Services, Inc.",348,"Advanced Clinical Laboratory Solutions, Inc.",1
"Advanced Life Sciences, Inc.","Advanced Life Sciences, Inc.",373,Advanced Medical Solutions Ltd.,3
Advanced Life Solutions,Advanced Life Solutions,356,Advanced Life Solutions,1
Advanced Magnetic Research Institute International,Advanced Magnetic Research Institute International,357,Advanced Magnetic Research Institute International,2
Advanced Medical Diagnostics s.a.,Advanced Medical Diagnostics s.a.,373,Advanced Medical Solutions Ltd.,2
Advanced Medical Solutions Ltd.,Advanced Medical Solutions Ltd.,373,Advanced Medical Solutions Ltd.,10
Advanced NanoTherapies,Advanced NanoTherapies,360,Advanced NanoTherapies,1
Advanced Ophthalmic Pharma,Advanced Ophthalmic Pharma,361,Advanced Ophthalmic Pharma,2
Advanced Osteotomy Tools (AOT) AG,Advanced Osteotomy Tools (AOT) AG,362,Advanced Osteotomy Tools (AOT) AG,1
Advanced Peptides,Advanced Peptides,363,Advanced Peptides,1
Advanced Perfusion Diagnostics,Advanced Perfusion Diagnostics,9387,Advanced Perfusion Diagnostics,2
Advanced Research Network,Advanced Research Network,365,Advanced Research Network,1
Advanced Scanners Inc.,Advanced Scanners Inc.,366,Advanced Scanners Inc.,3
"Advanced Tactile Imaging, Inc.","Advanced Tactile Imaging, Inc.",11831,Tactile Medical,5
Advanced Technology & Communications,Advanced Technology & Communications,368,Advanced Technology & Communications,1
Advanced Viral Research Corp,Advanced Viral Research Corp,369,Advanced Viral Research Corp,1
"Advanced Vision Science, Inc.","Advanced Vision Science, Inc.",373,Advanced Medical Solutions Ltd.,1
"Advancell - Advanced In Vitro Cell Technologies, S.A.","Advancell - Advanced In Vitro Cell Technologies, S.A.",371,"Advancell - Advanced In Vitro Cell Technologies, S.A.",2
Advancis Pharmaceutical Corporation,Advancis Pharmaceutical Corporation,373,Advanced Medical Solutions Ltd.,3
"Advantage Dental Services, LLC","Advantage Dental Services, LLC",375,"Advantage Silver Dental Arrest, LLC",5
"Advantage Silver Dental Arrest, LLC","Advantage Silver Dental Arrest, LLC",375,"Advantage Silver Dental Arrest, LLC",6
Advanz Pharma,Advanz Pharma,376,Advanz Pharma,10
"Advaxis, Inc.","Advaxis, Inc.",377,"Advaxis, Inc.",10
Advenchen Laboratories Nanjing Ltd.,Advenchen Laboratories Nanjing Ltd.,379,Advenchen Laboratories Nanjing Ltd.,4
"Advenchen Laboratories, LLC","Advenchen Laboratories, LLC",379,Advenchen Laboratories Nanjing Ltd.,4
"Advenchen Pharmaceuticals, LLC.","Advenchen Pharmaceuticals, LLC.",379,Advenchen Laboratories Nanjing Ltd.,1
Adventus Technology,Adventus Technology,381,Adventus Technology,1
"Adverum Biotechnologies, Inc.","Adverum Biotechnologies, Inc.",382,"Adverum Biotechnologies, Inc.",8
Advice Pharma Group srl,Advice Pharma Group srl,383,Advice Pharma Group srl,3
Advicenne Pharma,Advicenne Pharma,384,Advicenne Pharma,4
Adwin Life Care,Adwin Life Care,385,Adwin Life Care,5
"Adynxx, Inc.","Adynxx, Inc.",386,"Adynxx, Inc.",5
"Aegea Medical, Inc.","Aegea Medical, Inc.",387,"Aegea Medical, Inc.",1
Aegera Therapeutics,Aegera Therapeutics,388,Aegera Therapeutics,9
Aegeria Soft Tissue LLC,Aegeria Soft Tissue LLC,389,Aegeria Soft Tissue LLC,1
"Aegerion Pharmaceuticals, Inc.","Aegerion Pharmaceuticals, Inc.",390,"Aegerion Pharmaceuticals, Inc.",18
Aegis Medical Innovations,Aegis Medical Innovations,391,Aegis Medical Innovations,1
AegisCN LLC,AegisCN LLC,392,AegisCN LLC,2
Aegle Therapeutics,Aegle Therapeutics,393,Aegle Therapeutics,2
Aeglea Biotherapeutics,Aeglea Biotherapeutics,394,Aeglea Biotherapeutics,8
Aelis Farma,Aelis Farma,395,Aelis Farma,8
Aelix Therapeutics,Aelix Therapeutics,396,Aelix Therapeutics,2
Aeon Astron Europe B.V.,Aeon Astron Europe B.V.,397,Aeon Astron Europe B.V.,2
"Aeon Therapeutics (Shanghai) Co., Ltd.","Aeon Therapeutics (Shanghai) Co., Ltd.",398,"AEON Biopharma, Inc.",1
Aeonvital Biomedicine,Aeonvital Biomedicine,400,Aeonvital Biomedicine,1
Aeos Biomedical Inc.,Aeos Biomedical Inc.,401,Aeos Biomedical Inc.,1
"Aeovian Pharmaceuticals, Inc.","Aeovian Pharmaceuticals, Inc.",402,"Aeovian Pharmaceuticals, Inc.",1
Aer Therapeutics,Aer Therapeutics,403,Aer Therapeutics,1
Aerami Therapeutics,Aerami Therapeutics,404,Aerami Therapeutics,1
Aerie Pharmaceuticals,Aerie Pharmaceuticals,405,Aerie Pharmaceuticals,37
Aerin Medical,Aerin Medical,406,Aerin Medical,11
Aeris Therapeutics,Aeris Therapeutics,405,Aerie Pharmaceuticals,18
Aerocrine AB,Aerocrine AB,408,Aerocrine AB,7
Aerogen Pharma Limited,Aerogen Pharma Limited,409,Aerogen Pharma Limited,3
"Aeromics, Inc.","Aeromics, Inc.",410,"Aeromics, Inc.",1
Aerotel Ltd,Aerotel Ltd,411,Aerotel Ltd,2
"Aerovance, Inc.","Aerovance, Inc.",413,"Aerovance, Inc.",5
Aerovate Therapeutics,Aerovate Therapeutics,413,"Aerovance, Inc.",2
Aerpio Therapeutics,Aerpio Therapeutics,414,Aerpio Therapeutics,6
"AesDex, LLC","AesDex, LLC",421,"AesDex, LLC",1
"AesculaTech, Inc.","AesculaTech, Inc.",420,"AesculaTech, Inc.",1
Aesculap AG,Aesculap AG,415,Aesculap AG,92
"Aesculap Biologics, LLC","Aesculap Biologics, LLC",415,Aesculap AG,2
Aesculap Implant Systems,Aesculap Implant Systems,415,Aesculap AG,2
"Aesculap, Inc.","Aesculap, Inc.",415,Aesculap AG,1
Aesculape CRO Belgium BV,Aesculape CRO Belgium BV,415,Aesculap AG,1
Aesthetic Group,Aesthetic Group,422,Zeltiq Aesthetics,1
Aestus Therapeutics,Aestus Therapeutics,423,Aestus Therapeutics,1
Aesyra SA,Aesyra SA,424,Aesyra SA,1
Aethlon Medical Inc.,Aethlon Medical Inc.,427,Aethlon Medical Inc.,3
"Aetna, Inc.","Aetna, Inc.",428,"Aetna, Inc.",1
"Aevi Genomic Medicine, LLC, a Cerecor company","Aevi Genomic Medicine, LLC, a Cerecor company",429,"Aevi Genomic Medicine, LLC, a Cerecor company",13
Afasci Inc,Afasci Inc,431,Afasci Inc,1
Afexa Life Sciences Inc,Afexa Life Sciences Inc,432,Afexa Life Sciences Inc,5
AffaMed Therapeutics (US) Inc.,AffaMed Therapeutics (US) Inc.,433,AffaMed Therapeutics (US) Inc.,1
"Affect Therapeutics, Inc.","Affect Therapeutics, Inc.",434,"Affect Therapeutics, Inc.",2
Affectis Pharmaceuticals AG,Affectis Pharmaceuticals AG,435,Affectis Pharmaceuticals AG,1
"Affera, Inc.","Affera, Inc.",436,"Affera, Inc.",3
"Afferent Pharmaceuticals, Inc., a subsidiary of Merck & Co., Inc. (Rahway, New Jersey USA)","Afferent Pharmaceuticals, Inc.",437,"Afferent Pharmaceuticals, Inc., a subsidiary of Merck & Co., Inc. (Rahway, New Jersey USA)",15
Affibody,Affibody,438,Affibody,4
Affimed GmbH,Affimed GmbH,439,Affimed GmbH,9
"Affini-T Therapeutics, Inc.","Affini-T Therapeutics, Inc.",440,"Affini-T Therapeutics, Inc.",1
"Affinium Pharmaceuticals, Ltd","Affinium Pharmaceuticals, Ltd",441,"Affinium Pharmaceuticals, Ltd",1
"Affinivax, Inc.","Affinivax, Inc.",442,"Affinivax, Inc.",2
Affiris AG,Affiris AG,443,Affiris AG,20
"AffyImmune Therapeutics, Inc.","AffyImmune Therapeutics, Inc.",444,"AffyImmune Therapeutics, Inc.",1
Affymax,Affymax,445,Affymax,13
Afimmune,Afimmune,446,Afimmune,5
Afon Technology,Afon Technology,447,Afon Technology,1
Africa Power Limited,Africa Power Limited,9734,Power Life Sciences Inc.,1
"AgNovos Healthcare, LLC","AgNovos Healthcare, LLC",466,"AgNovos Healthcare, LLC",8
"AgaMatrix, Inc.","AgaMatrix, Inc.",451,"AgaMatrix, Inc.",2
Agalimmune Ltd.,Agalimmune Ltd.,450,Agalimmune Ltd.,1
Ageless Regenerative Institute,Ageless Regenerative Institute,453,Ageless Regenerative Institute,17
AgelessRx,AgelessRx,454,AgelessRx,5
Agen Biomedical,Agen Biomedical,455,Agen Biomedical,2
Agendia,Agendia,456,Agendia,8
AgeneBio,AgeneBio,457,AgeneBio,2
Agennix,Agennix,458,Agennix,17
"Agensys, Inc.","Agensys, Inc.",459,"Agensys, Inc.",2
Agenus Inc.,Agenus Inc.,460,Agenus Inc.,29
"Aggredyne, Inc.","Aggredyne, Inc.",461,"Aggredyne, Inc.",3
Agile Therapeutics,Agile Therapeutics,462,Agile Therapeutics,8
"AgileMD, Inc.","AgileMD, Inc.",463,"AgileMD, Inc.",1
"Agios Pharmaceuticals, Inc.","Agios Pharmaceuticals, Inc.",464,"Agios Pharmaceuticals, Inc.",41
Agomab Spain S.L.,Agomab Spain S.L.,468,Agomab Spain S.L.,3
"AgonOx, Inc.","AgonOx, Inc.",470,"AgonOx, Inc.",1
"AgoneX Biopharmaceuticals, Inc.","AgoneX Biopharmaceuticals, Inc.",469,"AgoneX Biopharmaceuticals, Inc.",1
Agouron Pharmaceuticals,Agouron Pharmaceuticals,471,Agouron Pharmaceuticals,14
"Aguiflai Iberica, S.L.","Aguiflai Iberica, S.L.",472,"Aguiflai Iberica, S.L.",2
Agyany Pharma LTD,Agyany Pharma LTD,473,Agyany Pharma LTD,1
Ahava Dead Sea Laboratories,Ahava Dead Sea Laboratories,474,Ahava Dead Sea Laboratories,1
"Ahn-Gook Pharmaceuticals Co.,Ltd","Ahn-Gook Pharmaceuticals Co.,Ltd",475,"Ahn-Gook Pharmaceuticals Co.,Ltd",18
AiCure,AiCure,479,AiCure,2
AiCuris Anti-infective Cures AG,AiCuris Anti-infective Cures AG,480,AiCuris Anti-infective Cures AG,8
"AiViva BioPharma, Inc.","AiViva BioPharma, Inc.",509,"AiViva BioPharma, Inc.",6
"Aiberry, Inc","Aiberry, Inc",478,"Aiberry, Inc",1
Aidan Products LLC,Aidan Products LLC,481,Aidan Products LLC,1
Aidence,Aidence,483,Aidence,1
Aifred Health,Aifred Health,486,Aifred Health,1
Aifred Health Inc.,Aifred Health Inc.,486,Aifred Health,1
Aileens Pharma SRL,Aileens Pharma SRL,487,Aileens Pharma SRL,2
"Aileron Therapeutics, Inc.","Aileron Therapeutics, Inc.",488,"Aileron Therapeutics, Inc.",5
"Aimei Vacin BioPharm (Zhejiang) Co., Ltd.","Aimei Vacin BioPharm (Zhejiang) Co., Ltd.",492,"Aimei Vacin BioPharm (Zhejiang) Co., Ltd.",1
"Aimmune Therapeutics, Inc.","Aimmune Therapeutics, Inc.",493,"Aimmune Therapeutics, Inc.",11
"Ainos, Inc. (f/k/a Amarillo Biosciences Inc.","Ainos, Inc. (f/k/a Amarillo Biosciences Inc.",494,"Ainos, Inc. (f/k/a Amarillo Biosciences Inc.",5
"Aionx, Inc.","Aionx, Inc.",495,"Aionx, Inc.",1
Air Liquide Healthcare Spain,Air Liquide Healthcare Spain,497,Air Liquide Santé International,3
Air Liquide SA,Air Liquide SA,497,Air Liquide Santé International,4
Air Liquide Santé International,Air Liquide Santé International,497,Air Liquide Santé International,23
AirEmail Holdings Limited,AirEmail Holdings Limited,500,AirEmail Holdings Limited,1
"AirXpanders, Inc.","AirXpanders, Inc.",505,"AirXpanders, Inc.",4
"Aires Pharmaceuticals, Inc.","Aires Pharmaceuticals, Inc.",497,Air Liquide Santé International,4
"Airiver Medical, Inc.","Airiver Medical, Inc.",502,"Airiver Medical, Inc.",2
Airsonett AB,Airsonett AB,503,Airsonett AB,2
"Airway Therapeutics, Inc.","Airway Therapeutics, Inc.",504,"Airway Therapeutics, Inc.",2
Aisap LTD,Aisap LTD,506,Aisap LTD,1
Aisthesis Medical P.C.,Aisthesis Medical P.C.,507,Aisthesis Medical P.C.,1
"Aivita Biomedical, Inc.","Aivita Biomedical, Inc.",508,"Aivita Biomedical, Inc.",7
"Ajinomoto Co., Inc.","Ajinomoto Co., Inc.",512,"Ajinomoto Co., Inc.",3
Ajinomoto Foods Europe SAS,Ajinomoto Foods Europe SAS,512,"Ajinomoto Co., Inc.",1
"Ajinomoto USA, INC.","Ajinomoto USA, INC.",512,"Ajinomoto Co., Inc.",1
AkPharma Inc.,AkPharma Inc.,537,AkPharma Inc.,1
Akamis Bio,Akamis Bio,517,Akamis Bio,10
"Akan Biosciences, LLC","Akan Biosciences, LLC",518,"Akan Biosciences, LLC",1
Akashi Therapeutics,Akashi Therapeutics,520,Akashi Therapeutics,1
Akaza Bioscience Ltd,Akaza Bioscience Ltd,521,Akaza Bioscience Ltd,1
Akcea Therapeutics,Akcea Therapeutics,522,Akcea Therapeutics,15
Akebia Therapeutics,Akebia Therapeutics,523,Akebia Therapeutics,33
"Akela Pharma, Inc.","Akela Pharma, Inc.",524,"Akela Pharma, Inc.",1
Aker Biomarine Antarctic AS,Aker Biomarine Antarctic AS,525,Aker Biomarine Antarctic AS,5
Akern USA LLC,Akern USA LLC,526,Akern USA LLC,1
"Akero Therapeutics, Inc","Akero Therapeutics, Inc",527,"Akero Therapeutics, Inc",5
Akeso,Akeso,528,Akeso,92
Akesobio Australia Pty Ltd,Akesobio Australia Pty Ltd,529,Akesobio Australia Pty Ltd,9
"Akili Interactive Labs, Inc.","Akili Interactive Labs, Inc.",530,"Akili Interactive Labs, Inc.",12
Akinion Pharmaceuticals AB,Akinion Pharmaceuticals AB,531,Akinion Pharmaceuticals AB,1
Akloma Bioscience AB,Akloma Bioscience AB,533,Akloma Bioscience AB,1
Akontis,Akontis,534,Akontis,1
"Akorn, Inc.","Akorn, Inc.",535,"Akorn, Inc.",4
"Akouos, Inc.","Akouos, Inc.",536,"Akouos, Inc.",2
Akrikhin,Akrikhin,538,Akrikhin,1
Akron Molecules AG,Akron Molecules AG,539,Akron Molecules AG,1
Akros Pharma Inc.,Akros Pharma Inc.,540,"Melinta Therapeutics, Inc.",24
Aktiia SA,Aktiia SA,541,Aktiia SA,5
Akura Medical,Akura Medical,542,Akura Medical,1
Al Adan Hospital Kuwait,Al Adan Hospital Kuwait,543,Al Adan Hospital Kuwait,1
AlaMab Therapeutics (Shanghai) Inc.,AlaMab Therapeutics (Shanghai) Inc.,546,AlaMab Therapeutics (Shanghai) Inc.,2
"Alacrity Biosciences, Inc.","Alacrity Biosciences, Inc.",545,"Alacrity Biosciences, Inc.",1
"Alan Neuromedical Technologies, LLC","Alan Neuromedical Technologies, LLC",547,"Alan Neuromedical Technologies, LLC",1
Alan Richardson,Alan Richardson,548,Alan Richardson,1
Alar Pharmaceuticals Inc.,Alar Pharmaceuticals Inc.,549,Alar Pharmaceuticals Inc.,1
Alaunos Therapeutics,Alaunos Therapeutics,550,Alaunos Therapeutics,37
Alavita Pharmaceuticals Inc,Alavita Pharmaceuticals Inc,551,Alavita Pharmaceuticals Inc,1
Alaxia SAS,Alaxia SAS,552,Alaxia SAS,2
"Albany Molecular Research, Inc.","Albany Molecular Research, Inc.",553,"Albany Molecular Research, Inc.",1
Albert Saglik Hizmetleri ve Ticaret A.S.,Albert Saglik Hizmetleri ve Ticaret A.S.,554,Albert Saglik Hizmetleri ve Ticaret A.S.,1
Albimmune SL,Albimmune SL,555,Albimmune SL,1
Albion,Albion,556,Albion,1
Albireo,Albireo,557,Albireo,16
Alcediag,Alcediag,558,Alcediag,1
Alchemia Oncology,Alchemia Oncology,559,Alchemia Oncology,1
